"job_title","location","state","company_name","job_desc","hard_skills","hard_skills_2","soft_skills","soft_skills_2","salary_lower_range","salary_higher_range"
"Data Scientist - International Safety","Mountain View","CA","DiDi Labs","we are looking for a creative and talented individual who has passion to solve the safety challenges. you'll partner across the company to drive our efforts in building didi into the safest and most trusted ride-sharing service in the world. as part of an exciting pre-ipo company with tremendous professional growth potentials, we are open minded and mission driven, looking for you to join us on this great journey and beyond!responsibilitiescollaborate with product managers, engineers, finance, and operation team to understand current situation and help key decision makingcommunicate key results to key stakeholders and company leadershipdefine metrics for different products, including driver & passenger app, safety, payments.develop analytical frameworks to monitor business and product performancequalifications3+ years of industry experience in a data science or analytics roleb.s. or m.s. degree in a quantitative field such as statistics, economics, applied math, operations research or engineeringsql is a must. python is a plusstrong experience or interest in ride sharing productstrong verbal and written communication skills, and ability to collaborate with cross-functional partners/teamspreferred qualificationsexperience with building machine learning systems.have data science skills and experience with building machine learning models.experience working in a product and/or business-driven environment.about the company:didi chuxing (""didi"") is the world's leading mobile transportation platform. the company offers a full range of app-based transportation options for 550 million users, including taxi, express, premier, luxe, bus, minibus, designated driving, enterprise solutions, bike sharing, e-bike sharing, car sharing, and food delivery. daily rides have reached 30 million, allowing more than 31 million drivers on the didi platform to find flexible work and economic opportunities.in 2017 we opened didi labs, our first overseas research center, in mountain view, california to not only be on the forefront of the most cutting-edge research and development in ai-based security and intelligent driving technologies, but also serve as the headquarters of didi's international expansion. didi labs offers the visibility and flexibility of a startup, with the stability of a mature company. we welcome people from all backgrounds who have the skills, passion and drive to join us in transforming the global transportation industry.","sql,python,machine learning,machine learning,r, ,ai,r, ,ai,ai","sql,python,machine learning,r,ai","communicate,communication","communicate,communication",NA,NA
"Data Scientist","Richardson","TX","Verveba Analytics","job descriptionwe are looking for a data scientist with a will for experimentation and exploring various data sets. responsible for design and implementation of large-scale data sets using data mining, modeling and research techniques. perform data studies and data discovery for new data sources or new uses for existing data sources. perform statistical analyses with existing data sets in statistical packages such as sas, spss, r or weka.experience:3 + yrs experience with data mining techniques and practices (filtering, classification) and analytics functions (over, median, rank).2+ yrs experience with presenting outcomes of analytic models and iterations in a format easily understood by business.3+ yrs experience with statistical modeling and simulation tools like r, sas and spss.2+ yrs familiar with machine learning frameworks like mahout and data mining algorithms like bayesian and clustering.familiar with cloudera or hortonworks platform.familiar with hadoop tools/languages such as python, pig, hive, hadoop streaming, sqoop, oozie, etc.experience working with very large data sets, grouping together data and visualizing results.prefer experience with some java / python / simple map-reduce jobs development.education:bachelors of science in information systems technology, computer science or engineering preferred.","spss,r, ,ols,r, ,spss,machine learning,algorithms,hadoop,ols,python,pig,hive,hadoop,python","spss,r,ols,machine learning,algorithms,hadoop,python,pig,hive","","",NA,NA
"Research Scientist, Data Science Human Subject Studies","Boston","MA","Aptiv","aptiv autonomous mobilityat aptiv, we believe that our mobility solutions have the power to change the world.our autonomous mobility team is focused on developing and commercializing self-driving cars and systems that enable point-to-point mobility in challenging urban driving environments. with talented teams working across the globe in boston, pittsburgh, las vegas, santa monica, and singapore, aptiv is the first company to deploy commercial robotaxis to the public. today, aptiv has provided over 80,000 autonomous rides to members of the public passengers in las vegas — the world's largest public deployment of self-driving vehicles.in september 2019, aptiv announced a 50/50 joint venture with hyundai motor group, bringing together hmg and aptiv’s advanced engineering and r&d capabilities, our global footprint, and shared commitment to advancing autonomous driving technology.come work with leading engineers, research scientists, marketers and business development experts, all while enabling the future of mobility!for more information, please visit www.aptiv.com/our-journey and see www.aptiv.com/careers for opportunities.about this positionthe rulebooks team is working to implement a comprehensive framework to specify the desired av behavior into our engineering efforts (see https://arxiv.org/abs/1902.09355). we are seeking a highly talented research scientist, data science to research, design, and implement measurement and conategies for rider comfort and experience. the ideal candidate will be an innovative problem solver – someone who enjoys designing and implementing studies to answer challenging questions.what you'll do:develop quantitative metrics to assess passenger experience and ride comfort in trialsdesign and implement human subject studies to measure ride comfort experiencecoordinate data collection efforts from human passengers, human-driven vehicles, and autonomous vehiclesassist in translating learnings into control strategies within the rulebooks frameworkengage internal and external partners to conduct studies and use the findings to improve our autonomous vehicle systemswhat you'll bring:graduate degree in statistics, data science, psychology, control theory, engineering or a related fieldexperience conducting, designing, and/or analyzing human subject studiesdeep knowledge of statistical and data science methodsability to effectively communicate and coordinate research across multi disciplinary teamsgreat attention to detail and ability to work independentlya collaborative work attitude and commitment to high quality work productsbonus points for having experience withfamiliarity with the autonomous vehicle industryexperience with vehicle control systemshands-on experience with machine learning methodsaptiv is an equal employment opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law.","ai,ai,machine learning,r, ","ai,machine learning,r","communicate,work independently","communicate,work independently",NA,NA
"Data Scientist","New York","NY","Advan Research Corporation","responsibilities:the individual with work with the cto team to enhance our existing geolocation products along with new complementary datasets. they would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product. the main focus would be on applying statistical modeling to various structured and unstructured geolocation data for verifying the quality and integrity of the data, cleansing the data and extracting trading signals along with using them to calibrate existing forecasting models. it would be also required to write research reports describing our data and its applications. part of the role will entail interaction with the business development team on client driven projects.the individual should demonstrate strong ability to work on a fast paced environment, proven record of working with innovative product teams and be ambitious to participate in shaping the direction of the newly formed geolocation data industry.competitive compensation package, including salary and bonus, along with equity participation.requirements:minimum 3 years relevant professional experiencequantitative degree, preferably ph.d. or master'sdeep knowledge of statistical modeling using large datasets along with algebraic and multivariate calculus expertiseexperience with r, python and sql","ai,ai,ai,r, ,python,sql","ai,r,python,sql","","",NA,NA
"Data Scientist","Kansas City","MO","Able Infotek","title : data scientistemployment type:  contractduration :  long termlocation :  kansas city, mojob summary**client is seeking a chief data scientist to lead & execute vital data science projects across the organization. this position exists to conduct research and development that will lead to business solutions, improving revenues and increase efficiencies in a variety of departments. the chief data scientist will accomplices this using a variety of modern methodologies ranging from statistical analysis to machine learning. this positions goal is to extract insight and create value from all the data which a modern business creates. this position will also lead the data science team, manage and execute projects, and mentor junior data scientists.**key responsibilitiesbuild machine learning models to solve business problemsvisualize and communicate data insights to business leadersquery and extract from business systemsdevelop productionized data science analytics productsdesign research methods and experimental design**knowledge, skills and abilities12+ years experience with either r, python, sas, or stata.12+ years in-depth experience in sql as well as a general knowledge of database and data warehousing theory.10+ years experience in developing machine learning models to solve business problems such as boosting machines, svm, neural networks and decision forests.10+ years experience in a broad range of statistical techniques ranging from basic hypothesis testing to eco centric and time series problems.deep knowledge of research methods, including proper research design ranging from randomized control experiments to pseudo-experimental methods.masters degree in a quantitative field.job type: contract","analysis,machine learning,machine learning,r, ,python,sql,machine learning,decision forests","analysis,machine learning,r,python,sql,decision forests","communicate","communicate",NA,NA
"Data Scientist","Littleton","CO","DISH","summarydish is a fortune 250 company with more than $13 billion in annual revenue that continues to redefine the communications industry. our legacy is innovation and a willingness to challenge the status quo, including reinventing ourselves. we disrupted the pay-tv industry in the mid-90s with the launch of the dish satellite tv service, taking on some of the largest u.s. corporations in the process, and grew to be the fourth-largest pay-tv provider. we are doing it again with the first live, internet-delivered tv service – sling tv – that bucks traditional pay-tv norms and gives consumers a truly new way to access and watch television.now we have our sights set on upending the wireless industry and unseating the entrenched incumbent carriers.we are driven by curiosity, pride, adventure, and a desire to win – it's in our dna. we're looking for people with boundless energy, intelligence, and an overwhelming need to achieve to join our team as we embark on the next chapter of our story.opportunity is here. we are dish.job duties and responsibilitiesdish currently has an opportunity for a strongly motivated data scientist on the performance optimization team. the performance optimization team is an important part of the larger strategic planning and shared services team, which serves as the liaison between customer experience operations (cxo) and different departments at the corporate office. a detail-oriented individual with a strong analytical/machine learning background, and the ability to handle changing and competing priorities, will fill this position. the ability to connect data to real world problems and solutions will be the key to being successful in this role.primary responsibilities fall into the following categories:identify outliers and root causes of problems and develop plans for improvementuse machine learning to predict business needs and how to address them.use conclusions to partner with other departments within the company on process improvementperform ad hoc analysis for a wide variety of departments and projectsmonitor, analyze, and report on customer initiatives and issuesbuild automated daily, weekly, and monthly reports for a variety of groups and individualsskills - experience and requirementsa successful data scientist will have the following:at least a bs in a quantitative field such as statistics, data science, or business analytics (ms or mba is preferred)experience with big data platforms (e.g. aws, athena, hive)experience with creating extracts and visualizations in tableau.experience with programming languages used for data analytics (e.g. sagemaker, python, r)excellent written and verbal communication skills with the ability to write reports and procedure documents related to trainingexperience with various algorithms and models of machine learningcapacity to deliver a technical message to a non-technical audienceexcellent quantitative and analytical abilities, with proficiency in mathematical concepts and ability to define problems, seek and collect data, establish facts, and draw valid conclusionsexperience in the wireless industry a plus#li-jp1","ai,ai,ai,machine learning,machine learning,analysis,r, ,ai,business analytics,big data,aws,hive,visualization,tableau,sagemaker,python,excel,ai,algorithms,machine learning,excel","ai,machine learning,analysis,r,business analytics,big data,aws,hive,visualization,tableau,python,excel,algorithms","communication,communication","communication",NA,NA
"Senior Data Scientist - Nationwide Opportunities","Santa Monica","CA","Amazon Web Services, Inc.","· · bachelor’s degree in a highly quantitative field (computer science, machine learning, operational research, statistics, mathematics, etc.) or equivalent professional or military experienceexperience with ml fields, e.g., natural language processing, computer vision, statistical learning theory6+ years of industry experience in predictive modeling, data science, and analysisexperience in an ml engineer or data scientist role building ml modelsexperience writing code in python, r, scala, java, c++ with documentation for reproducibilityexperience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing sql, and working with gpus to develop modelsexperience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentationswant to help the largest global enterprises derive business value through the adoption of artificial intelligence (ai) and machine learning (ml)? excited by using massive amounts of disparate data to develop ml models? eager to learn to apply ml to a diverse array of enterprise use cases? thrilled to be a part of amazon who has been pioneering and shaping the world’s ai/ml technology for decades?at amazon web services (aws), we are helping large enterprises build ml models on the aws cloud. we are applying predictive technology to large volumes of data and against a wide spectrum of problems. aws professional services works together with aws customers to address their business needs using ai solutions.aws professional services is a unique consulting team. we pride ourselves on being customer obsessed and highly focused on the ai enablement of our customers. if you have experience with ai, including building ml models, we’d like to have you join our team. you will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. a successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.this is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.major responsibilities include:assist customers by being able to deliver a ml project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organizationuse aws ai services (e.g., personalize), ml platforms (sagemaker), and frameworks (e.g., mxnet, tensorflow, pytorch, sparkml, scikit-learn) to help our customers build ml modelsresearch and implement novel ml approaches, including hardware optimizations on platforms such as aws inferentiawork with our other professional services consultants (big data, iot, hpc) to analyze, extract, normalize, and label relevant data, and with our professional services engineers to operationalize customers’ models after they are prototyped· · mater’s degree of phd in a highly quantitative field (computer science, machine learning, operational research, statistics, mathematics, etc.)ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.publications or presentations in recognized ml journals or conferencesdeep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers’ organizationdemonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environmentamazon is committed to a diverse and inclusive workplace. amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. for individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.pursuant to the los angeles fair chance ordinance, we will consider for employment qualified applicants with arrest and conviction records.","machine learning,predictive modeling,analysis,python,r, ,java, ,visualization,ols,sql,artificial intelligence,ai,machine learning,ai,aws,aws,ai,aws,aws,ai,aws,ai,ai,analysis,ai,aws,ai,sagemaker,tensorflow,pytorch,scikit-learn,aws,big data,machine learning,r, ,ai","machine learning,predictive modeling,analysis,python,r,java,visualization,ols,sql,ai,aws,tensorflow,pytorch,scikit-learn,big data","","",NA,NA
"Strategic Investments Data Scientist","Chicago","IL","GCM Grosvenor Open Positions","summarygcm grosvenor is seeking a data scientist to join its strategic investments group (sig) team. the sig team is a multi-strategy investment group within gcm grosvenor that invests across asset classes, security types, industries and regions and maintains the flexibility to implement investments both directly and alongside third-party partners. today the group manages an evergreen, opportunistic fund and two multi-asset class draw down funds, together totaling +$2.3b billion in aum. in addition to ideas sourced within the team, gcm grosvenor's global network presents unique, proprietary opportunities for investment.the data scientist will be involved in analytic projects to aid the investment process across hedge fund and private equity style investing. the data scientist will be collaborating with various teams within the firm including research, risk and technology.responsibilitiesthe individual will be involved in the following critical activities:assess new investment strategies and monitor current conditions within existing strategies utilized by the firm.track, analyze, and interpret trends in specific strategies and the related capital markets.develop and utilize quantitative risk analytics and models for manager assessment and fund management using a test driven development methodology. contribute to the development and maintenance of the quantitative technology platform.design, develop and produce intuitive and responsive data visualization reports and dashboards.investigate portfolios and strategies to develop data-driven, in-depth comprehension of investment processes, risk profiles, portfolio construction, and investor behavior.identify and manage new datasets that support investment decisions and risk management processes.collaborate on projects with investment team members aimed at generating new insight and solutions to improve investment strategy.perform related duties as assigned.education, skills and experience requirementsthe ideal experience and critical competencies for the role include the following:bachelor's degree in computer science, mathematics, physics or equivalent degree, with coursework in finance, economics, mathematics and a superior grade point average.1 – 4 years of experience with object oriented programming with preferred languages: c#, c++, python and java.experience with quantitative and other machine learning languages (matlab, r, or similar preferred) experience is a strong plus.prior experience in financial services and/or investment management is required.familiarity with automated testing frameworks, such as nunit, junit, watin and/or selenium, preferred but not required.exposure to full testing lifecycle management and sdlc; specifically agile sdlc processes, preferred but not required.interest in or knowledge of the financial markets and investment industry.ability to accurately enter and validate data into various systems on a timely basis.demonstrated initiative and ability to work in a fast paced, changing environment.a commitment to the highest ethical standards and to act with professionalism and integrity.excellent written and verbal skills; specifically, the ability to articulate clearly and communicate effectively with professionals across the firm.dedicated work ethic and commitment to a team and a goal-oriented environment.in terms of cultural fit, the successful candidate will be self-motivated and energized by working amongst a group of thoughtful, smart and successful colleagues. he or she will enjoy being part of an organization focused on excellence and will be a naturally collaborative person who enjoys interacting with individuals at all levels. additionally, he or she will be a strong team player with a proactive approach and the ability to exercise discretion and judgment.","ai,ai,ai,ai,visualization,ai,python,machine learning,matlab,r, ,agile,excel,excel","ai,visualization,python,machine learning,matlab,r,agile,excel","communicate","communicate",NA,NA
"Data Scientist","Pleasanton","CA","Infostretch Corporation","job descriptioninfostretch is looking for a data scientist with minimum 7+ years of experience in modeling.the resource works as a member of a research engineering team responsible for researching, evaluating, and piloting information technology innovations in specific application areas focused on cutting edge technology for yield optimization, inventory management and user-behavior predictive analytics for the interactive media properties.job responsibilitiesdevelop and maintain the business monetization systems including yield management, purchased traffic optimization, and network inventory and profit optimization.develop creative ideas and then utilize the innovation framework processes, tools, and metrics to evaluate those ideas, promote ideas into potential products, develop detailed functional and algorithmic specifications for media systems into production levaid developers in implementing new products. maintain an awareness of company strategies and tactical plansstay abreast of industry and technology trends to form a basis for potential innovations.required qualifications5 years in modeling or related activitiesknowledge of current systems architectures and infrastructures, and potential integration pointsminimum of 7 years’ experience in software development life cycle methodologies, including agile/scrumminimum of 5+ years’ experience in algorithm design, combinatorial and numerical optimizationminimum of 3 years’ experience in statistics and machine learning skillsknowledge of evolving business strategies, industry trends, and innovationsminimum 1 year rdbms/sql experiencematlab, java, r, and python programming experiencerdbms/sql experienceexperience in designing and developing high-performance, reliable, mission-critical systemsexperience with aws is a plusmaster's degree in cs or related filed required, doctorate strongly preferredadditional knowledge, skills, and abilitiesexperience in designing and developing high-performance, reliable systems","ai,ai,ols,ai,ai,ai,ai,agile,machine learning,sql,matlab,java, ,r, ,python,sql,aws","ai,ols,agile,machine learning,sql,matlab,java,r,python,aws","","",NA,NA
"Sr. Data Scientist II","New York","NY","Argo Group","data scientistbefore the dawn of everything internet, insurance was intimate and personal. you walked down the street to chat with your broker, and the risk to your business, your livelihood, was covered with a handshake. today things are different. the average insurance policy for a mom-and-pop store trades through a dozen different hands and traverses a maze of systems and processes. few are accountable and fewer know the whole story.some of the problems you will solve entail understanding data, identifying patterns, quantifying the impact of ml / nlp models and designing data visualizations. we seek a data scientist to help drive a new digital ai product team on a mission to unlock the potential of data and identify new opportunities.as one of the founding members of a small, multi-disciplinary team of technologists, designers and product managers, you’ll have the freedom to make key product decisions without much oversight, and the tools and resources to build and ship ideas quickly. you’ll be a part of a startup-like environment, with the opportunity to have more control and leadership; in a company with thousands of existing customers.who you areyou want to use your statistical, scientific, and engineering training to craft and deploy models to transform one of the most entrenched industries.you paint with plots and your models don’t keep secrets.image recognition is no longer an innovation to you, instead it is a routine task.nlp isn’t a foreign acronym and you’ve gone from strings to whiskers.you sail smooth in python and always have sklearn, tensorflow, keras and pytorch on deck.k-means more than a curt text and logit and probit are not hobbit characters.you have experience with relational databases such as postgresql, oracle or sql server, and maybe even hadoop, hive, spark or redshift.you strive to learn the newest and greatest techniques where bert/elmo are not just sesame street© characters.what you’ll ownthe foundation for advanced analytics at a global company.the roadmap of projects you’ll work on that tie directly to business goals and objectives.manage the entire lifecycle of data projects from strategic planning to tactical activities (data collection, cleanup, analysis, model implementation).sourcing new data for a firm that rarely scrapes, pulls or pushes.facilitate communication throughout the development process between executive stakeholders, your users and technical teams.coordinate and build strong working relations with various internal stakeholder groups, including it, engineering, and legal.minimum qualificationsdegree in computer science, engineering, mathematics, statistics, data science or a related technical field, or equivalent practical experience.3 years of work experience in data science or related field.experience with statistical modeling using r, python, or similar statistical languages.in depth knowledge of advanced models such as generalized linear models, penalized regression models, tree based models and neural networksproven track record building business-practical models and implementing them into production.familiarity with pandas, numpy, scikit-learn, keras, tensorflow, pytorchexperience with data architecture and management (postgresql, hadoop, oracle, hive, spark, redshift and/or sql server)apply on https://argogroup.wd1.myworkdayjobs.com/argoplease note: at this time, argo group will not sponsor an applicant for employment authorization for this position. to all recruitment agencies: unless you have been requested to work on this position, or other positions with argo group, please do not forward any resumes to argo group employees. argo group is not responsible for any fees related to unsolicited resumes.we are an equal opportunity employer. we do not discriminate on the basis of age, ancestry, color, gender, gender expression, gender identity, genetic information, marital status, national origin or citizenship (including language use restrictions), denial of family and medical care leave, disability (mental and physical) , including hiv and aids, medical condition (including cancer and genetic characteristics), race, religious creed (including religious dress and grooming practices), sex (including pregnancy, child birth, breastfeeding, and medical conditions related to pregnancy, child birth or breastfeeding), sexual orientation, military or veteran status, or other status protected by federal, state and/or local laws.applicants: if manually entering, only include your most recent or relevant job information needed for this role. for either method, please attach your most current resume. additional job history may be obtained if selected for the interview process.","r, ,ai,nlp,data visualizations,git,ai,ols,ai,ai,nlp,ai,python,tensorflow,keras,pytorch,k-means,git,sql,oracle,sql,r, ,hadoop,hive,analysis,r, ,python,regression,pandas,numpy,scikit-learn,keras,tensorflow,pytorch,sql,hadoop,oracle,hive,sql,r, ,r, ,ai,aws,ai","r,ai,nlp,visualizations,git,ols,python,tensorflow,keras,pytorch,k-means,sql,oracle,hadoop,hive,analysis,regression,pandas,numpy,scikit-learn,aws","communication","communication",NA,NA
"Data Analyst\Scientist Intern","Atlanta","GA","Cultura Technologies Inc","the company where you can make an impact and bring value.job summary:reporting to solentra’s engagement managers, the data analyst/scientist intern will work with the engagement teams to apply data analytics to both internal financial forecasting and our clients' requirements of data integration and extraction. the intern will have the opportunity to work directly with leadership to development minimum viable products to present to our clients and assist with growing our businesses.job description:learning opportunities:gain an understanding of agile software development processes.gain experience in…creating training manuals and how-to guides for usersbuilding interactive decision support toolsdeveloping statistical models and algorithmsfinancial forecastingenterprise technology solutionsproject details/job responsibilities:work with engagement managers to identify areas to improve data analytics processeslead efforts to visualize customer datademo solutions both internally and to solentra clientsbuild reports and dashboardseducation/experience requirements:pursuing a bachelor’s degree in information systems, mathematics, computer science, business, or a related field.should have enough college credit to be identified as either junior or seniortech-savvystrong written and verbal communication skills with the ability to simplify technical jargonself-motivator with the willingness to grow in an implementation rolemust be self-driven and have the willingness to learn and contribute to the teamnot required, but good to have…some technical abilities related to software is a plussome accounting and business knowledge is a plusprevious experience in a similar internship or related course work is a plusexperience in the agribusiness industryexperience with a statistical software/programming such as rworker type:student (fixed term) (trainee)number of openings available:1","reporting,ai,agile,ai,ai,ols,algorithms,ai,ai,ai","reporting,ai,agile,ols,algorithms","communication","communication",NA,NA
"Data Scientist","Pittsburgh","PA","American Eagle Outfitters","aeo needs a passionate and dedicated data scientist to provide analytical and algorithmic support to improve customer engagement and loyalty. you will analyze large data sets and develop custom models that drive business solutions and operational efficiencies for programs such as voice of the customer, a/b testing and other core business optimizations. you will assist this growing team in building cutting edge data science models that power our product and customer specific recommendation engines.are you excited by the prospect of using your expertise to provide insights that will have a meaningful impact on complex customer and user experiences? then we need you.responsibilities:collaborate with technical and non-technical teams, like user experience, marketing, creative, merchants, and engineeringwork with data engineering teams to translate problems into solutions and to develop new features for data modelsbuild algorithms and predictive models including regression, random forest, clustering, etc.analyze large-scale data from multiple data sources, distill insights and communicate actionable resultslearn, implement and own machine learning models for personalization and product recommendationsbe passionate to learn, teach, and grow aeo’s data science practicequalifications:bachelor’s degree, master’s preferred3+ years experience in data science/analytics role3+ years in a scripting language like python3+ years experience in sql as well as transforming data into insights with visualization tools like tableau or plotly3 – 5+ years experiences in building data models, preferably in building recommendation systemsexperience working in cloud environment, like, aws, google cloud, azureexperience building predictive models, regression analysis, nlp, lda, other machine learning algorithmsexperience with unix/linux environment and version controlecommerce or fashion apparel experience is a plusability to communicate complex analyses to end business users in a concise actionable wayabout us:our people come first. we employ more than 30,000 associates throughout the world and we believe that a truly diverse workplace is the result of an inclusive culture. it’s about more than simply bringing together people who are different, it’s about celebrating what makes us real.we strive to be an employer of choice - a place where people are excited to come to work because they believe in what we do, enjoy working with each other, and have fun doing it.learn more at www.aeo-inc.comwe celebrate the diversity of one through the inclusion of many. that’s what makes us realamerican eagle outfitters is an equal opportunity employer","r, ,algorithms,regression,machine learning,d3,python,sql,visualization,ols,tableau,aws,azure,regression,analysis,nlp,machine learning,algorithms,linux,r, ","r,algorithms,regression,machine learning,d3,python,sql,visualization,ols,tableau,aws,azure,analysis,nlp,linux","passionate,communicate,passionate,communicate","passionate,communicate",NA,NA
"data scientist","United States",NA,"Qikspace","job summarya talented data scientist with strong background in realtime big data solutions and contextual relevance frameworks.responsibilitiesyou will work as part of the core team and help us discover the information hidden in vast amounts of data, making smarter decisions and contextual relevance in order to deliver even better products. your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.qualificationsexcellent understanding of machine learning techniques and algorithms, such as k-nn, naive bayes, svm, decision forests, etc.experience with common data science toolkits, such as r, weka, numpy, matlab, etc. excellence in at least one of these is highly desirablegreat communication skillsexperience with data visualisation tools, such as d3.js, ggplot, etc.proficiency in using languages and query languages such as sql, python, c#, c++, r, hive, pigexperience with nosql databases, such as mongodb, cassandra, hbase, realmgood applied statistics skills, such as distributions, statistical testing, regression, etc.good scripting and programming skills c#, python, java, android studiodata-oriented personalityeducation requirementsms or phd in data science or comparable field strongly preferred. however, overwhelming weight will be given to experience and prior accomplishments.","big data,analysis,excel,machine learning,algorithms,ai,decision forests,r, ,numpy,matlab,excel,ols,d3,ggplot,sql,python,r, ,hive,pig,sql,mongodb,cassandra,regression,python,java, ,r, ","big data,analysis,excel,machine learning,algorithms,ai,decision forests,r,numpy,matlab,ols,d3,ggplot,sql,python,hive,pig,mongodb,cassandra,regression,java","communication","communication",NA,NA
